Pal,Predator,Edible,Nocturnal,AIResponse,AISightResponse,ViewingDistance,ViewingAngle,HearingRate,Size,GenusCategory,Rarity,Hp,IsBoss,IsTowerBoss,IsRaidBoss
PREDATOR_Werewolf_Ice,true,true,false,Boss,None,25,90,1.0,4,1,8,96,true,false,false
PREDATOR_WhiteTiger_Ground,true,true,false,Boss,None,25,90,1.0,5,1,9,120,true,false,false
PREDATOR_Yeti,true,true,false,Boss,None,25,90,1.0,5,1,9,168,true,false,false
PREDATOR_HadesBird_Electric,true,true,true,Boss,None,25,90,1.0,5,5,9,126,true,false,false
PREDATOR_Ronin_Dark,false,true,true,Boss,None,25,90,1.0,5,1,9,96,true,false,false
PREDATOR_CandleGhost,false,true,true,Boss,None,25,90,1.0,5,7,9,126,true,false,false
PREDATOR_Baphomet_Dark,true,true,true,Boss,None,25,90,1.0,5,1,9,114,true,false,false
PREDATOR_VolcanoDragon,true,true,false,Boss,None,25,90,1.0,5,2,9,132,true,false,false
PREDATOR_MummyPal,false,true,true,Boss,None,25,90,1.0,4,1,8,126,true,false,false
PREDATOR_Suzaku,false,true,false,Boss,None,25,90,1.0,5,5,8,144,true,false,false
PREDATOR_GrassMammoth_Ice,false,true,false,Boss,None,25,90,1.0,5,2,8,180,true,false,false
PREDATOR_RedFlowerBird,false,true,false,Boss,None,25,90,1.0,4,1,8,102,true,false,false
PREDATOR_GrassMinotaur_Ice,true,true,false,Boss,None,25,90,1.0,5,1,8,144,true,false,false
PREDATOR_PandaGirl,false,true,false,Boss,None,25,90,1.0,3,1,8,120,true,false,false
PREDATOR_DarkScorpion,true,true,true,Boss,None,25,90,1.0,5,7,8,120,true,false,false
PREDATOR_SnakeGirl,true,true,true,Boss,None,25,90,1.0,3,1,8,96,true,false,false
PREDATOR_MonochromeQueen,true,true,true,Boss,None,25,90,1.0,4,1,8,132,true,false,false
RAID_DarkMechaDragon,false,true,true,Boss,None,25,90,1.0,5,5,10,130,true,false,true
RAID_DarkMechaDragon_2,false,true,true,Boss,None,25,90,1.0,5,5,10,130,true,false,true
Kitsunebi_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,1,65,false,false,false
BerryGoat_Dark,false,true,true,Escape_to_Battle,None,25,90,1.0,2,2,3,100,false,false,false
PinkRabbit_Grass,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,80,false,false,false
Werewolf_Ice,true,true,false,Warlike,None,25,90,1.0,3,1,3,80,false,false,false
AmaterasuWolf_Dark,true,true,true,NotInterested,None,25,90,1.0,3,2,6,100,false,false,false
RaijinDaughter_Water,false,true,true,Escape_to_Battle,None,25,90,1.0,1,1,2,70,false,false,false
WhiteTiger_Ground,true,true,false,Warlike,None,25,90,1.0,4,1,7,100,false,false,false
FengyunDeeper_Electric,false,true,false,NotInterested,None,25,90,1.0,2,2,3,110,false,false,false
Horus_Water,false,true,false,Warlike,None,25,90,1.0,4,5,9,110,false,false,false
SnowTigerBeastman,false,true,false,Warlike,None,25,90,1.0,3,1,8,140,false,false,false
WingGolem_Oilrig,false,true,false,Warlike,None,25,90,1.0,4,1,9,126,false,false,false
DarkAlien_Oilrig,true,true,true,Warlike,None,25,90,1.0,2,1,7,90,false,false,false
Horus_Oilrig,false,true,false,Warlike,None,25,90,1.0,4,5,9,105,false,false,false
Baphomet_Dark_Oilrig,true,true,true,Warlike,None,25,90,1.0,3,1,5,95,false,false,false
HadesBird_Oilrig,true,true,true,Warlike,None,25,90,1.0,4,5,7,100,false,false,false
LizardMan_Oilrig,true,true,true,Warlike,None,25,90,1.0,2,1,2,80,false,false,false
SnakeGirl,true,true,true,Escape_to_Battle,None,25,90,1.0,2,1,5,80,false,false,false
GhostAnglerfish,false,true,true,Warlike,None,25,90,1.0,3,4,5,90,false,false,false
GhostAnglerfish_Fire,false,true,false,Warlike,None,25,90,1.0,3,4,6,90,false,false,false
IceWitch,false,true,false,Warlike,None,25,90,1.0,2,1,4,95,false,false,false
ClownRabbit,false,true,false,NotInterested,None,25,90,1.0,3,1,7,100,false,false,false
LegendDeer,false,true,false,Warlike,None,25,90,1.0,4,2,10,135,false,false,false
LeafMomonga,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,3,80,false,false,false
SmallYeti,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,3,80,false,false,false
IceCrocodile,false,true,false,NotInterested,None,25,90,1.0,2,1,3,75,false,false,false
CactusDoll,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,2,75,false,false,false
CactusDoll_Dark,false,true,true,Escape_to_Battle,None,25,90,1.0,1,2,3,75,false,false,false
MushroomLady,false,true,false,NotInterested,None,25,90,1.0,3,1,6,105,false,false,false
StuffedShark,false,true,false,Warlike,None,25,90,1.0,2,1,3,75,false,false,false
StuffedShark_Fire,false,true,false,Warlike,None,25,90,1.0,2,1,4,75,false,false,false
FoxExorcist,false,true,false,NotInterested,None,25,90,1.0,3,1,7,110,false,false,false
IceSeal,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,5,95,false,false,false
IceSeal_Ground,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,6,95,false,false,false
CloverFairy,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,2,80,false,false,false
ElecPomeranian,true,true,false,Warlike,None,25,90,1.0,1,2,2,75,false,false,false
GhostBlackCat,false,true,true,NotInterested,None,25,90,1.0,2,1,5,85,false,false,false
ThiefBird,false,true,true,NotInterested,None,25,90,1.0,3,5,5,110,false,false,false
OniGhostGirl,false,true,true,Escape_to_Battle,None,25,90,1.0,2,1,4,70,false,false,false
KingCrab,false,true,false,Warlike,None,25,90,1.0,2,2,3,100,false,false,false
Plesiosaur,false,true,false,NotInterested,None,25,90,1.0,5,2,8,130,false,false,false
TropicalOstrich,false,true,false,Warlike,None,25,90,1.0,3,7,6,105,false,false,false
GrassGolem,false,true,false,NotInterested,None,25,90,1.0,5,1,8,110,false,false,false
GrassGolem_Dark,false,true,true,NotInterested,None,25,90,1.0,5,1,8,110,false,false,false
SnowPeafowl,false,true,false,Warlike,None,25,90,1.0,3,7,4,110,false,false,false
CubeTurtle,false,true,false,NotInterested,None,25,90,1.0,5,2,8,95,false,false,false
CubeTurtle_Neutral,false,true,false,NotInterested,None,25,90,1.0,5,2,8,95,false,false,false
LongCat,false,true,false,NotInterested,None,25,90,1.0,2,2,2,75,false,false,false
JellyfishGhost,false,true,true,Warlike,None,25,90,1.0,2,1,3,90,false,false,false
ThunderFluffyBird,false,true,false,NotInterested,None,25,90,1.0,3,5,6,75,false,false,false
MoonChild,false,true,true,Escape_to_Battle,None,25,90,1.0,2,1,2,80,false,false,false
SamuraiDog,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,2,70,false,false,false
PoseidonOrca,false,true,false,Warlike,None,25,90,1.0,5,7,20,105,false,false,false
SwordCutlassfish,false,true,false,Warlike,None,25,90,1.0,3,4,5,70,false,false,false
SwordCutlassfish_Fire,false,true,false,Warlike,None,25,90,1.0,3,4,5,70,false,false,false
YakushimaMonster001,false,true,false,Warlike,None,25,90,1.0,2,7,3,65,false,false,false
YakushimaMonster001_Blue,false,true,false,Warlike,None,25,90,1.0,2,7,3,70,false,false,false
YakushimaMonster001_Red,false,true,false,Warlike,None,25,90,1.0,2,7,3,70,false,false,false
YakushimaMonster001_Purple,false,true,true,Warlike,None,25,90,1.0,2,7,3,75,false,false,false
YakushimaMonster001_Pink,false,true,false,Warlike,None,25,90,1.0,2,7,4,80,false,false,false
YakushimaMonster001_Rainbow,false,true,false,Warlike,None,25,90,1.0,3,7,4,105,false,false,false
YakushimaMonster002,false,true,false,Warlike,None,25,90,1.0,2,7,3,95,false,false,false
YakushimaMonster003,false,true,false,Warlike,None,25,90,1.0,2,7,3,65,false,false,false
YakushimaMonster003_Purple,false,true,false,Warlike,None,25,90,1.0,2,7,4,80,false,false,false
YakushimaBoss001,false,true,true,Warlike,None,25,90,1.0,4,7,6,110,false,false,false
BOSS_YakushimaBoss001,false,true,true,Boss,None,25,90,1.0,4,7,6,125,true,false,false
YakushimaBoss001_Small,false,true,true,Warlike,None,25,90,1.0,2,7,3,105,false,false,false
RAID_YakushimaBoss001_Green,false,true,false,Boss,None,25,90,1.0,2,7,10,135,true,false,false
RAID_YakushimaBoss002,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss002_Hand_Left,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss002_Hand_Right,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
Quest_Farmer03_SheepBall,false,true,false,Warlike,None,25,90,1.0,1,1,1,70,false,false,false
Quest_Farmer03_PinkCat,false,true,false,Warlike,None,25,90,1.0,1,1,1,70,false,false,false
GYM_ElecPanda_Otomo,true,true,false,Warlike,None,25,90,1.0,5,1,8,125,false,false,false
RAID_YakushimaBoss002_Head,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss002_2,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss002_Hand_Left_2,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss002_Hand_Right_2,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss002_Head_2,false,true,false,Boss,None,25,90,1.0,5,7,10,100,true,false,true
RAID_YakushimaBoss001_Green_2,false,true,false,Boss,None,25,90,1.0,2,7,10,135,true,false,false
MummyPal,false,true,true,Warlike,None,25,90,1.0,3,1,5,105,false,false,false
KingSunfish,false,true,false,NotInterested,None,25,90,1.0,3,4,4,90,false,false,false
KingSunfish_Thunder,false,true,false,NotInterested,None,25,90,1.0,3,4,5,90,false,false,false
MonochromeQueen,false,true,true,NotInterested,None,25,90,1.0,3,1,7,110,false,false,false
ElecSnail,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,2,65,false,false,false
ElecSnail_Fire,false,true,false,Warlike,None,25,90,1.0,2,2,3,100,false,false,false
ElecSnail_Ground,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,3,65,false,false,false
LanternButler,false,true,true,Warlike,None,25,90,1.0,3,1,5,90,false,false,false
SumoDog,false,true,false,NotInterested,None,25,90,1.0,3,2,4,115,false,false,false
VenusFlytrap,true,true,false,Warlike,None,25,90,1.0,3,1,6,85,false,false,false
StrawHatCat,false,true,false,Warlike,None,25,90,1.0,2,2,3,100,false,false,false
CandleWitch,false,true,true,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
FluffyBird,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,2,60,false,false,false
FrozenBear,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
DandelionGirl,false,true,false,Escape_to_Battle,None,25,90,1.0,2,7,3,70,false,false,false
VolcanicTurtle,false,true,false,Warlike,None,25,90,1.0,2,2,3,100,false,false,false
RAID_LegendDeer,false,true,false,Boss,None,25,90,1.0,5,2,10,130,true,false,true
RAID_LegendDeer_2,false,true,false,Boss,None,25,90,1.0,5,2,10,130,true,false,true
ClioneTwins,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,2,65,false,false,false
DarkFlameFox,false,true,true,Warlike,None,25,90,1.0,3,1,5,110,false,false,false
IceVeilDragon,false,true,false,Warlike,None,25,90,1.0,2,3,3,100,false,false,false
RedFlowerBird,false,true,false,Warlike,None,25,90,1.0,3,1,5,85,false,false,false
SleeveRabbit,false,true,false,NotInterested,None,25,90,1.0,3,1,4,105,false,false,false
LotusDragon,false,true,false,NotInterested,None,25,90,1.0,4,3,9,130,false,false,false
BlueSkyDragon,false,true,false,NotInterested,None,25,90,1.0,5,3,9,140,false,false,false
BlueWoolRabbit,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
PandaGirl,false,true,false,NotInterested,None,25,90,1.0,2,1,7,100,false,false,false
GrassMinotaur,true,true,false,NotInterested,None,25,90,1.0,4,1,6,110,false,false,false
GrassMinotaur_Ice,true,true,false,NotInterested,None,25,90,1.0,4,1,7,120,false,false,false
MonochromeMushroom,false,true,true,Warlike,None,25,90,1.0,2,7,3,100,false,false,false
MedjedBird,false,true,true,Warlike,None,25,90,1.0,2,5,3,100,false,false,false
Mothman,false,true,false,Warlike,None,25,90,1.0,4,1,8,140,false,false,false
GhostDragon,true,true,true,NotInterested,None,25,90,1.0,4,3,7,115,false,false,false
GhostDragon_Fire,true,true,false,Warlike,None,25,90,1.0,4,3,8,115,false,false,false
FlowerPrince,false,true,true,Warlike,None,25,90,1.0,3,1,8,125,false,false,false
WorldTreeDragon,false,true,false,NotInterested,None,25,90,1.0,5,0,10,200,false,false,false
KabukiMan,false,true,false,Warlike,None,25,90,1.0,4,1,7,105,false,false,false
DomeArmorDragon,true,true,false,Warlike,None,25,90,1.0,5,3,8,105,false,false,false
RockCheetah,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
ArmorWoodlouse,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
MexicanSalamander,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
LeafBird,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
CuteOrca,false,true,false,Warlike,None,25,90,1.0,2,1,3,100,false,false,false
SnakeQueen,false,true,true,Warlike,None,25,90,1.0,2,7,3,100,false,false,false
BOSS_KingWhale_otomo,false,true,false,Boss,None,25,90,1.0,5,4,10,200,true,false,false
PREDATOR_WhiteShieldDragon_Quest,true,true,false,Boss,None,25,90,1.0,5,1,9,144,true,false,false
PREDATOR_FlowerRabbit_Quest,false,true,false,Boss,None,25,90,1.0,1,1,1,75,false,false,false
POLICE_ThunderDog,true,true,false,Warlike,None,25,90,1.0,3,1,5,90,false,false,false
POLICE_HawkBird,true,true,false,NotInterested,None,25,90,1.0,4,5,3,100,false,false,false
BOSS_ElecPanda_BossRush,true,true,false,Boss,None,25,90,1.0,5,1,8,144,false,true,false
BOSS_LilyQueen_BossRush,true,true,false,Boss,None,25,90,1.0,5,1,8,144,false,true,false
BOSS_ThunderDragonMan_BossRush,true,true,false,Boss,None,25,90,1.0,5,1,8,144,false,true,false
BOSS_Horus_BossRush,true,true,false,Boss,None,25,90,1.0,5,1,8,126,false,true,false
BOSS_BlackGriffon_BossRush,true,true,true,Boss,None,25,90,1.0,5,1,8,144,false,true,false
BOSS_MoonQueen_BossRush,true,true,true,Boss,None,25,90,1.0,5,1,8,156,false,true,false
BOSS_SnowTigerBeastman_BossRush,true,true,false,Boss,None,25,90,1.0,5,1,8,168,false,true,false
BOSS_BlueSkyDragon_BossRush,true,true,false,Boss,None,25,90,1.0,5,1,8,168,false,true,false
GrassPanda_Electric_Tower,false,true,false,Warlike,None,25,90,1.0,4,1,7,100,true,true,false
LazyDragon_Electric_Tower,true,true,false,Warlike,None,25,90,1.0,5,6,9,120,true,true,false
PREDATOR_Garm_Quest,true,true,false,Boss,None,25,90,1.0,3,2,8,115,true,false,false
PREDATOR_PinkLizard_Quest,false,true,true,Boss,None,25,90,1.0,5,1,9,172,true,false,false
PREDATOR_Umihebi_Fire_Quest,true,true,false,Boss,None,25,90,1.0,5,4,10,187,true,false,false
AmaterasuWolf_Dark_Quest_Friend,true,true,true,Warlike_WithoutPlayer,None,25,90,1.0,3,2,6,100,false,false,false
AmaterasuWolf_Dark_Quest_Enemy,true,true,true,Kill_All,None,25,360,1.0,3,2,6,100,false,false,false
